age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
58,Female,152,74.4,54.1,Weight Loss,Very Active,61.6
59,Male,159,78.3,86.3,General Fitness,Sedentary,34.8
33,Female,173,66.0,53.5,General Fitness,Sedentary,42.9
23,Female,170,88.8,62.9,Weight Loss,Moderate,73.6
34,Female,168,97.7,96.5,General Fitness,Moderate,5.1
51,Male,193,80.6,62.8,Weight Loss,Sedentary,60.0
29,Male,194,109.3,101.1,Weight Loss,Moderate,22.4
69,Male,190,85.0,93.7,General Fitness,Sedentary,36.5
27,Male,192,86.7,95.3,Muscle Gain,Sedentary,85.4
21,Male,173,95.3,108.9,General Fitness,Moderate,40.9
54,Female,164,83.1,88.7,Muscle Gain,Active,63.6
23,Female,166,93.3,104.2,Muscle Gain,Active,102.1
31,Female,149,85.0,57.9,Weight Loss,Moderate,84.6
64,Male,192,68.8,70.3,General Fitness,Very Active,6.3
38,Female,170,57.3,69.1,General Fitness,Moderate,42.5
43,Male,165,66.6,52.3,General Fitness,Moderate,52.6
29,Female,176,57.7,65.2,Muscle Gain,Sedentary,73.1
48,Male,178,80.2,52.4,Weight Loss,Moderate,96.0
21,Male,188,96.2,85.8,Weight Loss,Active,20.5
39,Female,169,65.1,55.0,General Fitness,Moderate,40.0
47,Female,153,69.2,76.1,Muscle Gain,Sedentary,76.8
26,Female,155,64.9,42.5,Weight Loss,Moderate,71.4
41,Male,176,101.8,109.5,General Fitness,Moderate,27.2
56,Female,171,46.2,42.0,Weight Loss,Moderate,13.0
51,Male,164,58.6,48.6,Weight Loss,Sedentary,28.5
53,Male,191,96.4,109.7,General Fitness,Very Active,60.8
53,Male,185,111.4,103.8,Weight Loss,Very Active,21.5
65,Female,156,79.3,71.1,General Fitness,Moderate,35.9
29,Female,169,66.2,71.0,Muscle Gain,Sedentary,46.4
67,Male,164,94.4,90.9,General Fitness,Very Active,14.2
57,Male,163,113.6,96.0,Weight Loss,Very Active,58.1
48,Male,181,79.1,80.7,General Fitness,Very Active,6.4
48,Male,155,79.4,83.3,General Fitness,Sedentary,15.7
24,Female,172,80.8,88.1,Muscle Gain,Sedentary,62.2
54,Female,162,99.5,92.9,General Fitness,Active,28.1
26,Female,168,75.8,83.6,General Fitness,Very Active,30.2
62,Female,153,92.0,81.8,General Fitness,Very Active,48.8
21,Female,158,73.0,61.0,General Fitness,Moderate,43.7
31,Female,159,65.4,46.0,Weight Loss,Sedentary,51.5
27,Female,178,60.7,64.3,Muscle Gain,Sedentary,33.7
58,Male,157,78.4,68.2,General Fitness,Moderate,46.7
37,Male,180,81.4,87.8,Muscle Gain,Very Active,55.6
20,Male,190,73.5,86.1,General Fitness,Sedentary,45.3
41,Male,187,61.9,66.1,Muscle Gain,Moderate,41.9
39,Female,175,87.3,98.9,General Fitness,Very Active,37.3
45,Female,152,59.2,52.8,General Fitness,Sedentary,26.4
20,Female,170,82.1,56.9,Weight Loss,Active,47.7
45,Male,175,78.0,91.5,General Fitness,Moderate,46.8
46,Male,167,70.3,74.7,General Fitness,Moderate,16.7
68,Male,170,109.4,96.8,Weight Loss,Moderate,52.8
58,Male,186,94.9,71.3,Weight Loss,Sedentary,80.3
63,Female,177,60.4,67.2,Muscle Gain,Moderate,79.7
45,Male,189,57.1,44.7,Weight Loss,Very Active,31.0
39,Male,192,61.5,67.6,General Fitness,Moderate,22.5
30,Male,172,85.6,95.2,General Fitness,Active,32.7
28,Male,181,100.5,109.8,Muscle Gain,Very Active,92.2
66,Male,170,91.1,78.1,General Fitness,Active,62.7
45,Male,155,66.5,74.5,General Fitness,Moderate,30.3
45,Male,195,61.3,38.2,Weight Loss,Active,71.1
50,Female,180,96.3,103.7,Muscle Gain,Active,81.8
41,Female,155,55.1,58.5,Muscle Gain,Very Active,33.6
62,Male,160,68.7,62.1,General Fitness,Active,28.4
20,Male,179,75.1,82.3,Muscle Gain,Moderate,59.7
23,Female,178,91.1,94.6,Muscle Gain,Moderate,31.8
52,Male,193,84.7,96.2,General Fitness,Moderate,52.2
49,Female,159,89.3,99.8,Muscle Gain,Very Active,90.4
27,Male,181,112.3,105.2,General Fitness,Active,23.4
68,Male,179,69.3,67.2,General Fitness,Very Active,9.1
41,Female,157,91.9,98.0,Muscle Gain,Active,56.0
54,Female,173,60.0,40.2,Weight Loss,Very Active,50.3
24,Male,158,118.0,121.4,Muscle Gain,Sedentary,28.2
23,Male,183,102.3,109.3,Muscle Gain,Active,72.0
28,Male,176,82.3,58.1,Weight Loss,Very Active,58.6
64,Male,180,59.6,43.9,Weight Loss,Active,47.9
45,Male,179,99.3,104.7,General Fitness,Moderate,21.7
62,Male,190,88.9,93.4,General Fitness,Sedentary,17.5
70,Male,168,118.3,125.3,Muscle Gain,Sedentary,92.2
25,Female,162,77.2,86.9,Muscle Gain,Sedentary,87.2
52,Male,185,99.7,92.5,Weight Loss,Sedentary,23.4
46,Male,160,99.6,87.5,Weight Loss,Moderate,41.1
56,Male,164,100.6,76.2,Weight Loss,Active,69.4
16,Female,169,64.7,61.8,General Fitness,Moderate,9.8
50,Female,163,74.9,67.0,General Fitness,Very Active,28.9
16,Female,168,87.7,83.4,General Fitness,Moderate,13.0
64,Female,180,53.5,42.9,Weight Loss,Very Active,31.4
22,Female,151,73.8,71.9,General Fitness,Active,5.6
21,Male,186,67.5,63.6,Weight Loss,Moderate,11.1
48,Female,161,47.7,43.6,General Fitness,Very Active,15.9
68,Male,160,85.4,65.1,Weight Loss,Very Active,57.5
67,Female,168,88.7,90.5,General Fitness,Very Active,8.7
68,Male,174,60.1,56.1,General Fitness,Sedentary,16.9
49,Male,179,67.3,58.9,General Fitness,Moderate,29.6
62,Male,161,104.8,113.9,General Fitness,Very Active,34.4
65,Female,156,75.2,58.6,Weight Loss,Moderate,63.2
37,Male,175,90.8,105.8,General Fitness,Very Active,49.2
67,Female,165,78.5,69.6,General Fitness,Very Active,45.2
38,Female,173,69.6,63.0,General Fitness,Active,20.2
48,Female,153,99.6,104.8,General Fitness,Sedentary,23.3
16,Male,172,114.7,97.9,Weight Loss,Active,34.9
44,Male,177,65.1,54.9,Weight Loss,Sedentary,32.1
66,Male,174,61.0,47.2,Weight Loss,Active,38.6
61,Male,175,106.5,103.1,General Fitness,Sedentary,15.1
20,Female,148,95.7,83.7,Weight Loss,Very Active,25.3
18,Male,174,89.1,83.6,General Fitness,Very Active,17.5
24,Female,148,82.0,97.0,General Fitness,Moderate,50.2
33,Male,180,64.6,52.5,Weight Loss,Very Active,27.5
50,Female,170,59.4,66.0,General Fitness,Sedentary,26.3
50,Male,167,86.7,66.1,Weight Loss,Very Active,55.7
30,Male,159,72.3,65.3,General Fitness,Moderate,20.9
42,Male,178,77.6,72.1,General Fitness,Very Active,18.6
54,Female,173,79.3,64.4,Weight Loss,Active,42.8
24,Male,160,62.3,57.8,Weight Loss,Active,10.0
28,Female,179,73.8,63.8,Weight Loss,Moderate,28.2
59,Female,146,65.7,52.0,General Fitness,Moderate,59.7
33,Female,157,88.4,68.7,Weight Loss,Sedentary,55.2
33,Female,169,57.7,44.4,Weight Loss,Sedentary,39.5
70,Male,193,89.6,95.8,Muscle Gain,Very Active,71.2
17,Female,160,95.7,101.0,General Fitness,Sedentary,17.1
16,Female,167,82.6,88.6,General Fitness,Moderate,16.0
66,Male,158,95.7,82.4,General Fitness,Active,63.7
36,Female,170,81.1,75.7,Weight Loss,Moderate,16.8
41,Female,160,76.5,83.5,General Fitness,Moderate,26.9
59,Male,188,114.1,99.5,Weight Loss,Active,46.3
35,Male,159,91.2,76.9,General Fitness,Moderate,55.7
43,Female,162,53.4,59.6,Muscle Gain,Active,58.4
63,Male,194,95.1,75.7,Weight Loss,Sedentary,66.1
29,Male,156,78.4,89.0,General Fitness,Moderate,36.5
60,Male,178,67.0,73.4,General Fitness,Very Active,28.4
29,Male,157,81.6,52.4,Weight Loss,Moderate,78.1
62,Female,157,86.7,90.8,Muscle Gain,Moderate,49.4
59,Female,165,92.7,106.1,General Fitness,Very Active,53.4
61,Female,165,66.7,38.3,Weight Loss,Very Active,76.5
43,Male,184,108.8,107.2,General Fitness,Sedentary,5.4
50,Female,169,73.4,63.6,General Fitness,Sedentary,36.3
40,Male,174,105.3,113.2,Muscle Gain,Very Active,72.3
20,Female,177,51.2,39.3,General Fitness,Very Active,41.3
20,Male,162,100.9,91.0,General Fitness,Sedentary,32.9
39,Female,180,65.9,77.7,General Fitness,Moderate,44.4
26,Male,158,82.3,70.9,Weight Loss,Moderate,29.4
22,Female,153,97.8,100.9,Muscle Gain,Moderate,29.3
46,Female,176,74.9,71.7,Weight Loss,Very Active,7.8
52,Female,175,70.0,55.1,Weight Loss,Moderate,50.3
54,Male,195,91.2,65.9,Weight Loss,Active,82.6
18,Female,151,67.9,73.9,Muscle Gain,Sedentary,51.5
44,Female,168,96.2,98.5,General Fitness,Moderate,9.6
23,Male,162,100.2,107.9,Muscle Gain,Very Active,69.3
59,Female,158,78.7,76.2,General Fitness,Moderate,12.1
42,Female,165,59.3,68.4,General Fitness,Active,32.7
48,Male,195,87.4,75.1,General Fitness,Very Active,55.6
22,Female,146,70.6,46.1,Weight Loss,Sedentary,69.5
41,Male,157,76.7,67.9,General Fitness,Very Active,31.6
59,Male,173,71.5,73.4,General Fitness,Moderate,8.5
58,Female,166,63.8,41.2,Weight Loss,Sedentary,84.7
36,Male,176,114.9,99.0,Weight Loss,Moderate,49.9
45,Female,154,79.5,52.4,Weight Loss,Moderate,75.6
62,Female,148,90.9,99.0,Muscle Gain,Very Active,90.6
28,Female,166,89.0,102.4,General Fitness,Sedentary,44.8
68,Male,156,77.0,63.9,Weight Loss,Active,38.5
26,Male,193,62.6,74.6,General Fitness,Very Active,42.3
32,Female,171,49.8,63.1,General Fitness,Sedentary,47.5
48,Female,164,54.6,64.0,Muscle Gain,Moderate,91.1
43,Male,187,56.6,40.6,Weight Loss,Sedentary,51.9
45,Male,188,75.2,63.4,Weight Loss,Active,31.6
28,Male,157,84.9,73.9,General Fitness,Moderate,39.2
16,Male,191,104.3,84.1,Weight Loss,Active,44.0
27,Male,173,73.0,81.4,Muscle Gain,Moderate,81.1
32,Female,154,53.7,51.1,General Fitness,Sedentary,9.1
50,Male,175,72.6,86.8,General Fitness,Active,49.3
34,Male,194,113.0,95.4,Weight Loss,Sedentary,53.7
45,Male,158,61.9,57.4,Weight Loss,Sedentary,14.6
60,Female,173,78.9,87.2,Muscle Gain,Moderate,99.5
63,Male,184,91.9,94.2,General Fitness,Sedentary,9.0
38,Male,180,66.9,80.7,General Fitness,Active,55.1
16,Female,149,71.1,80.1,Muscle Gain,Very Active,76.3
64,Female,167,78.2,71.8,Weight Loss,Active,19.5
28,Female,172,88.1,73.3,Weight Loss,Active,35.8
26,Female,149,85.7,96.7,General Fitness,Moderate,35.4
35,Male,190,61.3,68.5,General Fitness,Very Active,26.1
58,Female,169,63.0,42.6,Weight Loss,Sedentary,68.3
67,Male,163,112.7,85.3,Weight Loss,Moderate,97.2
43,Male,189,73.9,54.3,Weight Loss,Moderate,60.1
58,Female,165,61.5,37.1,Weight Loss,Moderate,86.3
20,Female,145,78.6,90.3,Muscle Gain,Active,99.0
38,Male,190,117.9,120.9,Muscle Gain,Sedentary,33.4
70,Female,146,57.9,35.9,Weight Loss,Active,61.1
60,Female,169,67.3,60.2,General Fitness,Active,29.8
70,Female,153,52.4,47.5,Weight Loss,Active,16.4
57,Male,182,118.4,111.7,Weight Loss,Very Active,18.8
70,Male,184,113.1,123.8,General Fitness,Very Active,52.5
50,Male,183,80.0,86.8,Muscle Gain,Very Active,65.9
51,Female,176,91.6,95.9,General Fitness,Sedentary,17.7
17,Female,147,76.2,65.3,General Fitness,Active,36.4
24,Female,178,99.1,113.9,General Fitness,Sedentary,49.3
48,Female,150,58.5,48.7,General Fitness,Sedentary,42.0
36,Female,179,87.8,95.4,General Fitness,Sedentary,26.4
66,Female,163,60.9,64.5,Muscle Gain,Active,48.8
18,Female,175,76.8,85.8,General Fitness,Active,33.5
54,Female,162,60.1,67.5,Muscle Gain,Moderate,80.6
52,Male,164,97.8,91.6,General Fitness,Moderate,28.1
46,Female,156,89.0,102.1,General Fitness,Moderate,57.4
68,Male,186,103.9,89.8,Weight Loss,Moderate,49.9
24,Female,178,92.9,96.1,Muscle Gain,Active,28.4
36,Female,162,59.7,64.4,Muscle Gain,Active,43.4
58,Male,155,109.1,112.3,Muscle Gain,Sedentary,34.8
58,Male,183,77.8,89.0,General Fitness,Sedentary,47.1
54,Male,160,58.7,39.7,Weight Loss,Sedentary,65.6
60,Male,162,60.6,70.1,General Fitness,Sedentary,45.6
31,Male,173,85.4,57.1,Weight Loss,Moderate,75.0
39,Female,166,99.8,89.8,Weight Loss,Very Active,24.0
19,Female,176,98.9,90.5,Weight Loss,Very Active,17.5
21,Female,154,74.7,60.1,Weight Loss,Very Active,32.8
21,Male,157,59.7,72.4,Muscle Gain,Active,102.6
46,Female,154,80.9,83.9,Muscle Gain,Sedentary,33.1
32,Male,164,100.5,86.8,General Fitness,Very Active,48.9
40,Female,149,74.7,77.8,Muscle Gain,Very Active,33.1
36,Female,164,67.0,46.9,Weight Loss,Active,49.2
20,Male,184,104.4,112.3,Muscle Gain,Active,83.2
39,Male,167,74.4,60.9,Weight Loss,Sedentary,39.2
46,Male,160,112.5,105.4,General Fitness,Active,26.5
16,Male,192,70.5,57.0,Weight Loss,Moderate,32.7
16,Female,147,63.7,72.4,Muscle Gain,Very Active,70.7
19,Male,157,102.8,95.0,General Fitness,Moderate,27.1
30,Female,153,45.8,55.7,General Fitness,Sedentary,38.2
36,Male,159,62.8,56.0,Weight Loss,Moderate,19.4
50,Female,155,69.1,41.1,Weight Loss,Active,77.7
65,Male,195,94.8,70.8,Weight Loss,Sedentary,88.5
15,Male,155,66.7,71.2,Muscle Gain,Sedentary,33.3
37,Male,181,55.3,51.0,General Fitness,Active,14.9
70,Male,189,88.0,80.5,General Fitness,Active,32.9
22,Female,154,82.7,53.5,Weight Loss,Moderate,80.2
25,Female,147,48.0,57.2,Muscle Gain,Moderate,86.6
49,Male,166,65.3,61.5,Weight Loss,Sedentary,14.5
61,Male,183,93.5,81.7,Weight Loss,Moderate,41.2
29,Male,162,76.2,78.6,General Fitness,Active,7.7
19,Male,185,93.0,96.9,Muscle Gain,Moderate,30.3
54,Female,174,54.8,41.7,Weight Loss,Moderate,41.8
55,Female,167,98.7,94.9,General Fitness,Moderate,15.7
32,Male,163,62.2,69.7,General Fitness,Sedentary,30.2
20,Male,181,110.7,102.9,General Fitness,Moderate,25.4
15,Female,172,85.5,92.7,Muscle Gain,Active,60.6
43,Female,176,58.2,49.4,General Fitness,Sedentary,40.3
60,Female,145,92.3,94.3,General Fitness,Very Active,9.2
54,Male,176,102.8,104.6,General Fitness,Sedentary,8.5
38,Male,184,95.2,82.3,Weight Loss,Very Active,32.8
50,Male,168,64.0,58.3,General Fitness,Sedentary,22.1
63,Female,159,62.6,76.2,General Fitness,Moderate,61.9
38,Female,167,69.9,53.4,Weight Loss,Sedentary,54.5
20,Male,160,80.4,72.6,Weight Loss,Very Active,17.1
32,Male,162,100.3,83.9,Weight Loss,Moderate,51.7
33,Male,181,118.0,109.4,General Fitness,Sedentary,33.4
43,Female,146,61.0,65.1,Muscle Gain,Very Active,47.7
41,Male,192,77.3,87.3,General Fitness,Active,39.6
44,Female,164,76.2,89.8,General Fitness,Very Active,51.5
33,Male,184,117.2,97.5,Weight Loss,Active,50.6
26,Male,166,109.6,98.9,General Fitness,Active,33.6
17,Male,175,92.3,77.4,Weight Loss,Sedentary,39.5
50,Female,147,81.6,52.2,Weight Loss,Moderate,94.0
49,Male,165,89.7,94.8,Muscle Gain,Very Active,55.9
56,Male,173,85.8,75.0,Weight Loss,Active,30.1
36,Male,162,102.6,89.0,General Fitness,Very Active,49.5
40,Male,194,109.7,120.3,Muscle Gain,Sedentary,97.0
53,Male,167,92.9,99.7,Muscle Gain,Sedentary,80.9
20,Female,179,91.7,70.4,Weight Loss,Sedentary,59.1
27,Male,186,75.7,66.2,General Fitness,Very Active,37.7
34,Female,173,93.1,97.6,Muscle Gain,Active,45.0
66,Female,173,60.9,73.2,General Fitness,Very Active,55.5
20,Female,145,67.5,39.8,Weight Loss,Very Active,65.9
17,Female,164,90.9,96.2,General Fitness,Very Active,16.4
24,Male,171,74.5,54.2,Weight Loss,Sedentary,56.6
41,Female,156,72.1,50.5,Weight Loss,Active,56.2
51,Female,172,92.8,102.6,General Fitness,Very Active,38.1
69,Male,171,65.6,69.6,Muscle Gain,Sedentary,50.3
37,Female,155,47.9,57.0,Muscle Gain,Moderate,99.3
33,Female,178,80.1,75.0,Weight Loss,Active,11.0
63,Male,161,93.9,97.2,General Fitness,Moderate,14.5
32,Female,168,50.3,41.2,General Fitness,Active,30.2
38,Male,186,81.8,53.9,Weight Loss,Active,74.2
24,Male,187,69.4,61.3,Weight Loss,Moderate,19.4
34,Male,163,68.6,83.3,General Fitness,Moderate,59.1
64,Male,185,104.2,100.1,Weight Loss,Sedentary,14.7
45,Male,162,114.1,109.9,Weight Loss,Sedentary,12.8
63,Female,151,88.0,74.1,General Fitness,Sedentary,69.5
16,Male,160,64.5,41.4,Weight Loss,Active,41.7
37,Female,155,92.0,80.1,General Fitness,Active,35.8
48,Male,168,101.5,72.5,Weight Loss,Sedentary,97.7
61,Male,161,115.1,129.0,General Fitness,Sedentary,57.3
43,Female,151,54.9,60.9,General Fitness,Moderate,21.0
41,Female,152,86.9,75.4,Weight Loss,Moderate,37.7
46,Female,168,83.8,65.8,Weight Loss,Moderate,58.9
46,Male,162,80.0,64.7,Weight Loss,Active,37.5
29,Female,180,67.4,82.2,General Fitness,Very Active,45.7
58,Male,178,66.7,36.7,Weight Loss,Very Active,89.2
40,Female,173,73.7,63.2,General Fitness,Sedentary,41.2
27,Male,176,68.0,42.2,Weight Loss,Active,66.2
68,Female,172,84.9,74.4,Weight Loss,Moderate,35.5
37,Female,175,81.7,96.0,General Fitness,Very Active,45.9
21,Female,152,58.8,42.4,Weight Loss,Very Active,33.0
62,Male,158,109.0,92.6,Weight Loss,Sedentary,58.2
53,Male,175,64.9,45.1,Weight Loss,Very Active,54.4
65,Male,184,68.1,47.2,Weight Loss,Very Active,59.5
49,Female,166,89.5,80.9,General Fitness,Active,35.1
39,Male,183,75.4,84.8,Muscle Gain,Sedentary,86.2
26,Female,180,81.3,57.3,Weight Loss,Sedentary,74.2
23,Male,174,101.5,112.8,Muscle Gain,Very Active,101.3
57,Male,190,99.5,108.5,General Fitness,Very Active,41.0
40,Male,171,87.2,101.8,General Fitness,Sedentary,56.0
16,Female,147,52.1,61.3,Muscle Gain,Sedentary,81.1
39,Male,161,82.8,97.7,General Fitness,Active,57.7
30,Female,160,80.6,61.6,Weight Loss,Moderate,56.3
36,Male,165,56.3,64.8,Muscle Gain,Sedentary,89.1
51,Female,177,94.6,99.3,General Fitness,Very Active,20.9
51,Male,179,76.0,80.7,Muscle Gain,Very Active,52.9
36,Female,176,72.7,49.0,Weight Loss,Moderate,74.9
38,Female,172,56.1,35.9,Weight Loss,Active,48.7
33,Male,171,58.1,73.0,General Fitness,Moderate,58.9
60,Male,192,61.2,55.5,General Fitness,Sedentary,23.0
37,Female,149,80.8,88.9,Muscle Gain,Moderate,93.1
16,Female,178,92.4,83.3,General Fitness,Moderate,24.9
51,Female,148,73.7,82.9,Muscle Gain,Very Active,102.9
62,Male,174,109.9,95.8,Weight Loss,Moderate,47.5
69,Male,181,72.4,67.4,General Fitness,Moderate,24.0
40,Female,160,51.2,47.5,General Fitness,Moderate,13.1
23,Male,156,71.8,47.1,Weight Loss,Active,45.4
61,Male,186,105.8,104.0,General Fitness,Sedentary,7.4
70,Female,149,94.5,101.2,General Fitness,Active,24.5
30,Male,162,92.1,103.6,Muscle Gain,Moderate,95.7
46,Male,160,70.5,73.2,General Fitness,Active,11.2
66,Female,160,96.5,92.4,General Fitness,Very Active,19.3
43,Male,181,71.5,52.6,Weight Loss,Active,49.2
59,Female,152,62.4,55.5,General Fitness,Active,27.0
45,Female,168,90.2,86.6,Weight Loss,Active,9.2
59,Male,170,71.4,77.8,General Fitness,Sedentary,27.1
69,Male,183,80.3,94.0,General Fitness,Moderate,56.0
66,Male,181,106.3,114.0,Muscle Gain,Active,100.3
62,Male,181,115.2,123.9,Muscle Gain,Very Active,101.5
59,Female,161,72.8,60.3,Weight Loss,Moderate,43.8
63,Female,148,80.3,86.4,Muscle Gain,Sedentary,74.1
15,Female,170,56.0,50.7,General Fitness,Moderate,13.6
48,Male,163,110.1,88.6,Weight Loss,Moderate,68.6
20,Female,171,65.2,74.9,Muscle Gain,Moderate,78.5
16,Female,146,95.8,85.7,General Fitness,Moderate,30.5
38,Female,155,97.1,90.9,Weight Loss,Sedentary,19.8
22,Female,159,84.2,90.4,Muscle Gain,Very Active,52.9
39,Female,153,68.7,75.2,Muscle Gain,Very Active,69.3
41,Male,166,81.6,87.1,Muscle Gain,Moderate,63.2
45,Female,153,92.9,63.6,Weight Loss,Sedentary,93.9
60,Female,169,84.0,95.3,General Fitness,Moderate,45.7
18,Male,176,115.5,99.8,Weight Loss,Sedentary,43.0
15,Female,161,72.7,79.0,General Fitness,Sedentary,19.9
52,Female,156,59.3,42.7,Weight Loss,Sedentary,59.5
20,Female,165,84.1,94.5,Muscle Gain,Moderate,96.2
17,Female,153,72.5,43.2,Weight Loss,Active,65.4
42,Female,163,94.7,99.4,General Fitness,Active,17.0
35,Female,176,87.0,92.6,Muscle Gain,Moderate,61.3
24,Female,148,57.6,53.6,Weight Loss,Moderate,11.1
42,Female,152,99.7,71.7,Weight Loss,Very Active,81.6
20,Male,168,111.4,103.5,Weight Loss,Active,19.0
51,Male,192,68.8,53.8,General Fitness,Active,61.4
20,Female,174,90.7,69.9,Weight Loss,Sedentary,53.5
53,Female,145,63.1,64.7,General Fitness,Active,6.7
28,Female,148,89.1,84.1,General Fitness,Moderate,17.8
20,Male,180,71.6,76.0,General Fitness,Very Active,13.4
25,Male,179,105.7,95.0,Weight Loss,Moderate,29.4
46,Male,182,102.8,74.9,Weight Loss,Active,84.0
42,Female,172,50.1,58.3,General Fitness,Moderate,31.1
46,Male,188,95.9,104.2,General Fitness,Moderate,32.6
33,Female,148,75.3,47.5,Weight Loss,Very Active,59.7
41,Male,161,85.2,96.3,General Fitness,Very Active,40.9
63,Female,173,79.3,86.8,Muscle Gain,Very Active,92.5
20,Male,193,71.9,50.7,Weight Loss,Moderate,58.9
15,Female,170,51.4,54.8,General Fitness,Sedentary,10.0
70,Female,176,61.7,74.1,General Fitness,Very Active,63.3
23,Female,153,45.8,50.7,Muscle Gain,Sedentary,39.9
69,Male,156,68.6,58.5,General Fitness,Moderate,40.2
20,Female,164,87.3,90.4,General Fitness,Moderate,10.1
24,Male,183,117.7,102.0,Weight Loss,Moderate,46.4
27,Female,163,76.3,63.6,General Fitness,Moderate,48.8
55,Female,172,98.9,73.0,Weight Loss,Sedentary,85.1
40,Female,176,73.2,50.6,Weight Loss,Very Active,60.5
48,Female,146,68.2,56.7,Weight Loss,Sedentary,37.3
16,Female,155,60.8,67.1,Muscle Gain,Very Active,57.4
61,Female,169,97.8,72.3,Weight Loss,Active,63.1
27,Female,155,78.3,72.6,Weight Loss,Moderate,17.7
42,Male,162,95.1,88.8,Weight Loss,Active,16.4
60,Female,148,96.0,81.2,Weight Loss,Sedentary,49.8
65,Female,151,90.3,86.2,Weight Loss,Sedentary,14.1
70,Male,168,114.2,107.0,Weight Loss,Sedentary,26.9
63,Female,177,72.4,59.2,General Fitness,Very Active,62.8
22,Female,157,69.2,79.3,Muscle Gain,Moderate,94.3
36,Male,173,87.8,82.5,Weight Loss,Very Active,12.3
38,Female,160,53.3,64.8,General Fitness,Very Active,44.9
41,Male,181,113.4,84.7,Weight Loss,Very Active,55.0
24,Female,145,84.5,67.5,Weight Loss,Very Active,40.5
35,Male,180,118.8,111.4,Weight Loss,Active,15.1
57,Male,164,113.7,117.7,Muscle Gain,Sedentary,44.7
43,Male,168,112.7,122.4,General Fitness,Very Active,40.4
64,Female,157,93.5,95.7,General Fitness,Very Active,9.3
48,Female,179,60.6,62.9,General Fitness,Moderate,9.3
16,Female,146,94.0,102.6,General Fitness,Moderate,26.5
22,Female,148,86.6,100.8,General Fitness,Active,46.5
44,Female,166,99.1,86.8,General Fitness,Sedentary,42.4
48,Male,192,67.5,43.5,Weight Loss,Active,60.0
60,Female,172,90.6,85.4,Weight Loss,Moderate,16.0
45,Male,168,84.0,93.3,Muscle Gain,Moderate,95.5
70,Female,161,77.1,87.0,General Fitness,Very Active,50.3
67,Female,155,52.9,55.7,General Fitness,Very Active,13.3
59,Male,168,84.6,83.1,General Fitness,Sedentary,6.2
22,Female,152,65.3,54.5,Weight Loss,Very Active,22.5
34,Male,178,74.7,58.6,Weight Loss,Active,37.0
18,Male,174,112.8,104.0,Weight Loss,Very Active,21.3
50,Female,167,48.7,44.5,Weight Loss,Sedentary,14.3
51,Female,173,94.5,106.4,General Fitness,Active,49.6
63,Male,183,98.4,91.4,Weight Loss,Very Active,21.7
39,Female,159,94.5,82.3,Weight Loss,Very Active,30.4
62,Male,172,97.0,83.9,General Fitness,Very Active,55.4
